rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,SYNTH-10717,SYNTH-10717,0,32,0.001883,0.0,0.00176,6476.64,JAX 58%; LAC 28%; DET 4%
11083,SYNTH-19406,SYNTH-19406,0,32,0.001883,0.0,0.00088,657.31,JAX 59%; LAC 30%; DET 3%
11084,SYNTH-17005,SYNTH-17005,0,32,0.001883,0.0,0.00088,657.28,JAX 58%; LAC 31%; DET 3%
11085,SYNTH-02293,SYNTH-02293,0,32,0.001883,0.0,0.00048,657.28,JAX 54%; LAC 32%; DET 4%
11086,SYNTH-01524,SYNTH-01524,0,32,0.001883,0.0,0.0004,657.12,JAX 54%; LAC 33%; DET 4%
11087,SYNTH-23736,SYNTH-23736,0,32,0.001883,0.0,0.00088,656.96,JAX 57%; LAC 30%; DET 4%
11088,SYNTH-20416,SYNTH-20416,0,32,0.001883,0.0,0.00136,656.89,JAX 54%; LAC 28%; DET 5%
11089,SYNTH-20851,SYNTH-20851,0,32,0.001883,0.0,0.0012,656.87,JAX 61%; LAC 30%; DET 3%
11090,SYNTH-02426,SYNTH-02426,0,32,0.001883,0.0,0.00064,656.86,JAX 57%; LAC 32%; DET 3%
11091,SYNTH-20747,SYNTH-20747,0,32,0.001883,0.0,0.00144,656.84,JAX 59%; LAC 28%; DET 4%
11092,SYNTH-04762,SYNTH-04762,0,32,0.001883,0.0,0.00056,656.81,JAX 50%; LAC 32%; DET 4%
11093,SYNTH-23191,SYNTH-23191,0,32,0.001883,0.0,0.00088,656.66,JAX 55%; LAC 30%; DET 4%
11094,SYNTH-02021,SYNTH-02021,0,32,0.001883,0.0,0.0012,656.5,JAX 60%; LAC 31%; DET 3%
11095,SYNTH-20852,SYNTH-20852,0,32,0.001883,0.0,0.0004,656.48,JAX 43%; LAC 28%; DET 5%
11096,SYNTH-15910,SYNTH-15910,0,32,0.001883,0.0,0.00032,656.43,JAX 55%; LAC 30%; DET 4%
11097,SYNTH-14189,SYNTH-14189,0,32,0.001883,0.0,0.0012,656.34,JAX 61%; LAC 28%; DET 4%
11098,SYNTH-02732,SYNTH-02732,0,32,0.001883,0.0,0.0004,656.21,JAX 55%; LAC 25%; DET 5%
11099,SYNTH-21062,SYNTH-21062,0,32,0.001883,0.0,0.00072,656.2,JAX 55%; LAC 35%; DET 3%
11100,SYNTH-02164,SYNTH-02164,0,32,0.001883,0.0,0.00056,656.12,JAX 59%; LAC 29%; DET 4%
11101,SYNTH-06885,SYNTH-06885,0,32,0.001883,0.0,0.00112,656.07,JAX 62%; LAC 30%; DET 3%
11102,SYNTH-22617,SYNTH-22617,0,32,0.001883,0.0,0.00128,656.06,JAX 60%; LAC 29%; DET 3%
11103,SYNTH-13183,SYNTH-13183,0,32,0.001883,0.0,0.00064,656.04,JAX 57%; LAC 23%; DET 5%
11104,SYNTH-07508,SYNTH-07508,0,32,0.001883,0.0,0.0004,655.96,JAX 61%; LAC 29%; DET 3%
11105,SYNTH-07467,SYNTH-07467,0,32,0.001883,0.0,0.00088,655.76,JAX 58%; LAC 30%; DET 4%
11106,SYNTH-14826,SYNTH-14826,0,32,0.001883,0.0,0.0012,655.67,JAX 61%; LAC 29%; DET 4%
11107,SYNTH-06315,SYNTH-06315,0,32,0.001883,0.0,0.0008,655.63,JAX 58%; LAC 29%; DET 4%
11108,SYNTH-20913,SYNTH-20913,0,32,0.001883,0.0,0.00048,655.53,JAX 61%; LAC 26%; DET 4%
11109,SYNTH-06684,SYNTH-06684,0,32,0.001883,0.0,0.00088,655.52,JAX 55%; LAC 31%; DET 4%
11110,SYNTH-05233,SYNTH-05233,0,32,0.001883,0.0,0.00088,655.49,JAX 61%; LAC 30%; DET 3%
11111,SYNTH-03002,SYNTH-03002,0,32,0.001883,0.0,0.00096,655.24,JAX 57%; LAC 33%; DET 3%
11112,SYNTH-16964,SYNTH-16964,0,32,0.001883,0.0,0.00112,655.23,JAX 60%; LAC 30%; DET 3%
11113,SYNTH-04746,SYNTH-04746,0,32,0.001883,0.0,0.00072,655.19,JAX 60%; LAC 28%; DET 4%
11114,SYNTH-23813,SYNTH-23813,0,32,0.001883,0.0,0.00088,655.18,JAX 56%; LAC 29%; DET 4%
11115,SYNTH-20407,SYNTH-20407,0,32,0.001883,0.0,0.00072,655.02,JAX 58%; LAC 25%; DET 4%
11116,SYNTH-22691,SYNTH-22691,0,32,0.001883,0.0,0.00064,654.98,JAX 56%; LAC 30%; DET 4%
11117,SYNTH-08168,SYNTH-08168,0,32,0.001883,0.0,0.00088,654.82,JAX 60%; LAC 32%; DET 3%
11118,SYNTH-14309,SYNTH-14309,0,32,0.001883,0.0,0.00096,654.79,JAX 54%; LAC 28%; DET 4%
11119,SYNTH-21636,SYNTH-21636,0,32,0.001883,0.0,0.00096,654.75,JAX 61%; LAC 32%; DET 3%
11120,SYNTH-02982,SYNTH-02982,0,32,0.001883,0.0,0.0008,654.73,JAX 55%; LAC 35%; DET 3%
11121,SYNTH-19331,SYNTH-19331,0,32,0.001883,0.0,0.00064,654.71,JAX 54%; LAC 31%; DET 4%
11122,SYNTH-23409,SYNTH-23409,0,32,0.001883,0.0,0.00104,654.65,JAX 56%; LAC 26%; DET 5%
11123,SYNTH-22125,SYNTH-22125,0,32,0.001883,0.0,0.0008,654.62,JAX 61%; LAC 30%; DET 3%
11124,SYNTH-10414,SYNTH-10414,0,32,0.001883,0.0,0.00096,654.4,JAX 59%; LAC 27%; DET 4%
11125,SYNTH-18247,SYNTH-18247,0,32,0.001883,0.0,0.0008,654.36,JAX 63%; LAC 25%; DET 4%
11126,SYNTH-23758,SYNTH-23758,0,32,0.001883,0.0,0.0012,654.3,JAX 54%; LAC 29%; DET 4%
11127,SYNTH-13496,SYNTH-13496,0,32,0.001883,0.0,0.00048,654.22,JAX 54%; LAC 25%; DET 5%
11128,SYNTH-06305,SYNTH-06305,0,32,0.001883,0.0,0.00032,654.21,JAX 54%; LAC 32%; DET 4%
11129,SYNTH-09253,SYNTH-09253,0,32,0.001883,0.0,0.0008,654.19,JAX 61%; LAC 26%; DET 4%
11130,SYNTH-04773,SYNTH-04773,0,32,0.001883,0.0,0.00048,654.17,JAX 59%; LAC 31%; DET 3%
11131,SYNTH-23074,SYNTH-23074,0,32,0.001883,0.0,0.00144,654.09,JAX 60%; LAC 28%; DET 4%
11132,SYNTH-19998,SYNTH-19998,0,32,0.001883,0.0,0.00064,653.96,JAX 58%; LAC 31%; DET 3%
11133,SYNTH-06248,SYNTH-06248,0,32,0.001883,0.0,0.0008,653.91,JAX 56%; LAC 31%; DET 4%
11134,SYNTH-23429,SYNTH-23429,0,32,0.001883,0.0,0.00064,653.87,JAX 55%; LAC 32%; DET 4%
11135,SYNTH-10288,SYNTH-10288,0,32,0.001883,0.0,0.00088,653.85,JAX 56%; LAC 32%; DET 3%
11136,SYNTH-13710,SYNTH-13710,0,32,0.001883,0.0,0.00032,653.79,JAX 58%; LAC 28%; DET 4%
11137,SYNTH-21746,SYNTH-21746,0,32,0.001883,0.0,0.00032,653.58,JAX 54%; LAC 31%; DET 4%
11138,SYNTH-20734,SYNTH-20734,0,32,0.001883,0.0,0.0012,653.58,JAX 58%; LAC 32%; DET 3%
11139,SYNTH-08737,SYNTH-08737,0,32,0.001883,0.0,0.0008,653.52,JAX 54%; LAC 31%; DET 4%
11140,SYNTH-06120,SYNTH-06120,0,32,0.001883,0.0,0.0016,653.52,JAX 62%; LAC 29%; DET 3%
11141,SYNTH-07173,SYNTH-07173,0,32,0.001883,0.0,0.00112,653.51,JAX 61%; LAC 30%; DET 3%
11142,SYNTH-03515,SYNTH-03515,0,32,0.001883,0.0,0.0008,653.47,JAX 58%; LAC 33%; DET 3%
11143,SYNTH-07249,SYNTH-07249,0,32,0.001883,0.0,0.00048,653.45,JAX 52%; LAC 31%; DET 4%
11144,SYNTH-12782,SYNTH-12782,0,32,0.001883,0.0,0.00032,653.4,JAX 57%; LAC 29%; DET 4%
11145,SYNTH-16464,SYNTH-16464,0,32,0.001883,0.0,0.00056,653.32,JAX 54%; LAC 32%; DET 4%
11146,SYNTH-10622,SYNTH-10622,0,32,0.001883,0.0,0.0008,653.31,JAX 61%; LAC 29%; DET 3%
11147,SYNTH-11910,SYNTH-11910,0,32,0.001883,0.0,0.00096,653.27,JAX 57%; LAC 25%; DET 4%
11148,SYNTH-22817,SYNTH-22817,0,32,0.001883,0.0,0.00072,653.25,JAX 54%; LAC 31%; DET 4%
11149,SYNTH-15564,SYNTH-15564,0,32,0.001883,0.0,0.00088,653.22,JAX 58%; LAC 32%; DET 3%
11150,SYNTH-11491,SYNTH-11491,0,32,0.001883,0.0,0.00088,653.16,JAX 59%; LAC 31%; DET 3%
11151,SYNTH-20799,SYNTH-20799,0,32,0.001883,0.0,0.0004,653.05,JAX 59%; LAC 29%; DET 4%
11152,SYNTH-03907,SYNTH-03907,0,32,0.001883,0.0,0.00128,653.02,JAX 57%; LAC 32%; DET 3%
11153,SYNTH-14213,SYNTH-14213,0,32,0.001883,0.0,0.00112,652.92,JAX 60%; LAC 28%; DET 4%
11154,SYNTH-21547,SYNTH-21547,0,32,0.001883,0.0,0.00072,652.8,JAX 61%; LAC 28%; DET 4%
11155,SYNTH-16980,SYNTH-16980,0,32,0.001883,0.0,0.00096,652.77,JAX 63%; LAC 25%; DET 4%
11156,SYNTH-23952,SYNTH-23952,0,32,0.001883,0.0,0.00144,652.76,JAX 58%; LAC 33%; DET 3%
11157,SYNTH-04776,SYNTH-04776,0,32,0.001883,0.0,0.00064,652.71,JAX 53%; LAC 31%; DET 4%
11158,SYNTH-00644,SYNTH-00644,0,32,0.001883,0.0,0.00072,652.61,JAX 57%; LAC 33%; DET 3%
11159,SYNTH-00297,SYNTH-00297,0,32,0.001883,0.0,0.00128,652.55,JAX 59%; LAC 32%; DET 3%
11160,SYNTH-21063,SYNTH-21063,0,32,0.001883,0.0,0.00096,652.53,JAX 60%; LAC 30%; DET 3%
11161,SYNTH-08719,SYNTH-08719,0,32,0.001883,0.0,0.00056,652.45,JAX 57%; LAC 31%; DET 4%
11162,SYNTH-05787,SYNTH-05787,0,32,0.001883,0.0,0.00104,652.36,JAX 51%; LAC 32%; DET 4%
11163,SYNTH-21635,SYNTH-21635,0,32,0.001883,0.0,0.00064,652.33,JAX 55%; LAC 30%; DET 4%
11164,SYNTH-14858,SYNTH-14858,0,32,0.001883,0.0,0.00064,652.21,JAX 51%; LAC 35%; DET 4%
11165,SYNTH-13730,SYNTH-13730,0,32,0.001883,0.0,0.00032,652.17,JAX 57%; LAC 30%; DET 4%
11166,SYNTH-19064,SYNTH-19064,0,32,0.001883,0.0,0.00064,652.09,JAX 58%; LAC 34%; DET 3%
11167,SYNTH-16831,SYNTH-16831,0,32,0.001883,0.0,0.00088,651.99,JAX 57%; LAC 32%; DET 3%
11168,SYNTH-15476,SYNTH-15476,0,32,0.001883,0.0,0.00096,651.93,JAX 59%; LAC 32%; DET 3%
11169,SYNTH-01411,SYNTH-01411,0,32,0.001883,0.0,0.00072,651.92,JAX 59%; LAC 31%; DET 3%
11170,SYNTH-23391,SYNTH-23391,0,32,0.001883,0.0,0.0008,651.77,JAX 61%; LAC 29%; DET 3%
11171,SYNTH-04394,SYNTH-04394,0,32,0.001883,0.0,0.00088,651.74,JAX 56%; LAC 30%; DET 4%
11172,SYNTH-08582,SYNTH-08582,0,32,0.001883,0.0,0.00064,651.67,JAX 60%; LAC 28%; DET 4%
11173,SYNTH-02548,SYNTH-02548,0,32,0.001883,0.0,0.0008,651.59,JAX 59%; LAC 30%; DET 3%
11174,SYNTH-16106,SYNTH-16106,0,32,0.001883,0.0,0.00056,651.53,JAX 61%; LAC 29%; DET 3%
11175,SYNTH-17493,SYNTH-17493,0,32,0.001883,0.0,0.0008,651.43,JAX 53%; LAC 31%; DET 4%
11176,SYNTH-20631,SYNTH-20631,0,32,0.001883,0.0,0.00088,651.43,JAX 56%; LAC 30%; DET 4%
11177,SYNTH-22020,SYNTH-22020,0,32,0.001883,0.0,0.00112,651.41,JAX 64%; LAC 28%; DET 3%
11178,SYNTH-20728,SYNTH-20728,0,32,0.001883,0.0,0.00064,651.32,JAX 57%; LAC 32%; DET 3%
11179,SYNTH-11969,SYNTH-11969,0,32,0.001883,0.0,0.00064,651.3,JAX 57%; LAC 27%; DET 4%
11180,SYNTH-22542,SYNTH-22542,0,32,0.001883,0.0,0.00112,651.21,JAX 51%; LAC 32%; DET 4%
11181,SYNTH-10387,SYNTH-10387,0,32,0.001883,0.0,0.00064,651.19,JAX 58%; LAC 29%; DET 4%
11182,SYNTH-02769,SYNTH-02769,0,32,0.001883,0.0,0.00088,651.13,JAX 61%; LAC 31%; DET 3%
11183,SYNTH-05142,SYNTH-05142,0,32,0.001883,0.0,0.00104,651.05,JAX 61%; LAC 26%; DET 4%
11184,SYNTH-21970,SYNTH-21970,0,32,0.001883,0.0,0.0008,651.02,JAX 53%; LAC 33%; DET 4%
11185,SYNTH-01561,SYNTH-01561,0,32,0.001883,0.0,0.00128,650.98,JAX 57%; LAC 30%; DET 4%
11186,SYNTH-07525,SYNTH-07525,0,32,0.001883,0.0,0.0008,650.98,JAX 59%; LAC 26%; DET 4%
11187,SYNTH-19229,SYNTH-19229,0,32,0.001883,0.0,0.0008,650.94,JAX 54%; LAC 32%; DET 4%
11188,SYNTH-05840,SYNTH-05840,0,32,0.001883,0.0,0.00136,650.94,JAX 56%; LAC 32%; DET 4%
11189,SYNTH-14244,SYNTH-14244,0,32,0.001883,0.0,0.0016,650.94,JAX 59%; LAC 32%; DET 3%
11190,SYNTH-16164,SYNTH-16164,0,32,0.001883,0.0,0.00136,650.86,JAX 65%; LAC 28%; DET 3%
11191,SYNTH-08454,SYNTH-08454,0,32,0.001883,0.0,0.00144,650.85,JAX 64%; LAC 28%; DET 3%
11192,SYNTH-22204,SYNTH-22204,0,32,0.001883,0.0,0.0012,650.78,JAX 60%; LAC 30%; DET 4%
11193,SYNTH-14310,SYNTH-14310,0,32,0.001883,0.0,0.00096,650.76,JAX 50%; LAC 27%; DET 5%
11194,SYNTH-12064,SYNTH-12064,0,32,0.001883,0.0,0.00056,650.74,JAX 56%; LAC 29%; DET 4%
11195,SYNTH-23610,SYNTH-23610,0,32,0.001883,0.0,0.00096,650.69,JAX 59%; LAC 31%; DET 3%
11196,SYNTH-22373,SYNTH-22373,0,32,0.001883,0.0,0.0008,650.69,JAX 61%; LAC 28%; DET 4%
11197,SYNTH-03032,SYNTH-03032,0,32,0.001883,0.0,0.00072,650.43,JAX 56%; LAC 30%; DET 4%
11198,SYNTH-17571,SYNTH-17571,0,32,0.001883,0.0,0.00072,650.42,JAX 58%; LAC 29%; DET 4%
11199,SYNTH-23088,SYNTH-23088,0,32,0.001883,0.0,0.00064,650.25,JAX 56%; LAC 27%; DET 4%
11200,SYNTH-22937,SYNTH-22937,0,32,0.001883,0.0,0.00088,650.09,JAX 59%; LAC 29%; DET 4%
11201,SYNTH-04272,SYNTH-04272,0,32,0.001883,0.0,0.00072,650.04,JAX 53%; LAC 34%; DET 3%
11202,SYNTH-15802,SYNTH-15802,0,32,0.001883,0.0,0.00088,650.0,JAX 52%; LAC 32%; DET 4%
11203,SYNTH-07816,SYNTH-07816,0,32,0.001883,0.0,0.00096,649.95,JAX 61%; LAC 30%; DET 3%
11204,SYNTH-11363,SYNTH-11363,0,32,0.001883,0.0,0.00072,649.92,JAX 61%; LAC 31%; DET 3%
11205,SYNTH-08848,SYNTH-08848,0,32,0.001883,0.0,0.00048,649.91,JAX 58%; LAC 33%; DET 3%
11206,SYNTH-13658,SYNTH-13658,0,32,0.001883,0.0,0.00072,649.87,JAX 51%; LAC 30%; DET 4%
11207,SYNTH-19492,SYNTH-19492,0,32,0.001883,0.0,0.00032,649.71,JAX 51%; LAC 24%; DET 5%
11208,SYNTH-03506,SYNTH-03506,0,32,0.001883,0.0,0.00096,649.65,JAX 60%; LAC 33%; DET 3%
11209,SYNTH-05449,SYNTH-05449,0,32,0.001883,0.0,0.0008,649.63,JAX 54%; LAC 30%; DET 4%
11210,SYNTH-01088,SYNTH-01088,0,32,0.001883,0.0,0.00072,649.6,JAX 61%; LAC 29%; DET 4%
11211,SYNTH-18321,SYNTH-18321,0,32,0.001883,0.0,0.00104,649.55,JAX 63%; LAC 30%; DET 3%
11212,SYNTH-17829,SYNTH-17829,0,32,0.001883,0.0,0.00056,649.51,JAX 56%; LAC 27%; DET 4%
11213,SYNTH-04080,SYNTH-04080,0,32,0.001883,0.0,0.00088,649.47,JAX 60%; LAC 32%; DET 3%
11214,SYNTH-05176,SYNTH-05176,0,32,0.001883,0.0,0.0008,649.42,JAX 57%; LAC 34%; DET 3%
11215,SYNTH-07192,SYNTH-07192,0,32,0.001883,0.0,0.00056,649.35,JAX 57%; LAC 29%; DET 4%
11216,SYNTH-00587,SYNTH-00587,0,32,0.001883,0.0,0.00072,649.32,JAX 55%; LAC 29%; DET 4%
11217,SYNTH-18650,SYNTH-18650,0,32,0.001883,0.0,0.00128,649.31,JAX 59%; LAC 32%; DET 3%
11218,SYNTH-07411,SYNTH-07411,0,32,0.001883,0.0,0.00104,649.3,JAX 63%; LAC 28%; DET 3%
11219,SYNTH-10921,SYNTH-10921,0,32,0.001883,0.0,0.00072,649.26,JAX 60%; LAC 30%; DET 3%
11220,SYNTH-08274,SYNTH-08274,0,32,0.001883,0.0,0.00056,649.23,JAX 56%; LAC 34%; DET 3%
11221,SYNTH-19392,SYNTH-19392,0,32,0.001883,0.0,0.00136,649.2,JAX 56%; LAC 31%; DET 4%
11222,SYNTH-06705,SYNTH-06705,0,32,0.001883,0.0,0.00152,649.14,JAX 64%; LAC 29%; DET 3%
11223,SYNTH-05381,SYNTH-05381,0,32,0.001883,0.0,0.00072,649.14,JAX 59%; LAC 33%; DET 3%
11224,SYNTH-22287,SYNTH-22287,0,32,0.001883,0.0,0.00088,649.08,JAX 58%; LAC 32%; DET 3%
11225,SYNTH-05539,SYNTH-05539,0,32,0.001883,0.0,0.00088,649.05,JAX 60%; LAC 33%; DET 3%
11226,SYNTH-05083,SYNTH-05083,0,32,0.001883,0.0,0.00096,648.98,JAX 61%; LAC 30%; DET 3%
11227,SYNTH-11307,SYNTH-11307,0,32,0.001883,0.0,0.00072,648.94,JAX 56%; LAC 30%; DET 4%
11228,SYNTH-10809,SYNTH-10809,0,32,0.001883,0.0,0.00128,648.86,JAX 60%; LAC 31%; DET 3%
11229,SYNTH-00102,SYNTH-00102,0,32,0.001883,0.0,0.00072,648.78,JAX 58%; LAC 32%; DET 3%
11230,SYNTH-23128,SYNTH-23128,0,32,0.001883,0.0,0.00112,648.75,JAX 63%; LAC 29%; DET 3%
11231,SYNTH-19155,SYNTH-19155,0,32,0.001883,0.0,0.00056,648.67,JAX 46%; LAC 27%; DET 5%
11232,SYNTH-18901,SYNTH-18901,0,32,0.001883,0.0,0.00152,648.54,JAX 59%; LAC 31%; DET 3%
11233,SYNTH-23536,SYNTH-23536,0,32,0.001883,0.0,0.00136,648.53,JAX 59%; LAC 33%; DET 3%
11234,SYNTH-13651,SYNTH-13651,0,32,0.001883,0.0,0.00088,648.5,JAX 49%; LAC 33%; DET 4%
11235,SYNTH-19353,SYNTH-19353,0,32,0.001883,0.0,0.00072,648.49,JAX 55%; LAC 26%; DET 5%
11236,SYNTH-03393,SYNTH-03393,0,32,0.001883,0.0,0.0008,648.25,JAX 60%; LAC 29%; DET 4%
11237,SYNTH-06105,SYNTH-06105,0,32,0.001883,0.0,0.00064,648.12,JAX 53%; LAC 29%; DET 4%
11238,SYNTH-12653,SYNTH-12653,0,32,0.001883,0.0,0.00096,648.06,JAX 60%; LAC 29%; DET 4%
11239,SYNTH-11524,SYNTH-11524,0,32,0.001883,0.0,0.00104,648.02,JAX 62%; LAC 31%; DET 3%
11240,SYNTH-07542,SYNTH-07542,0,32,0.001883,0.0,0.00072,648.0,JAX 56%; LAC 32%; DET 4%
11241,SYNTH-15248,SYNTH-15248,0,32,0.001883,0.0,0.00056,647.98,JAX 55%; LAC 30%; DET 4%
11242,SYNTH-10683,SYNTH-10683,0,32,0.001883,0.0,0.00088,647.91,JAX 58%; LAC 27%; DET 4%
11243,SYNTH-03677,SYNTH-03677,0,32,0.001883,0.0,0.0008,647.77,JAX 53%; LAC 33%; DET 4%
11244,SYNTH-06404,SYNTH-06404,0,32,0.001883,0.0,0.0004,647.77,JAX 44%; LAC 29%; DET 4%
11245,SYNTH-11486,SYNTH-11486,0,32,0.001883,0.0,0.00064,647.75,JAX 51%; LAC 31%; DET 4%
11246,SYNTH-13405,SYNTH-13405,0,32,0.001883,0.0,0.0008,647.68,JAX 62%; LAC 31%; DET 3%
11247,SYNTH-02239,SYNTH-02239,0,32,0.001883,0.0,0.0008,647.64,JAX 61%; LAC 29%; DET 3%
11248,SYNTH-10314,SYNTH-10314,0,32,0.001883,0.0,0.0012,647.62,JAX 56%; LAC 33%; DET 3%
11249,SYNTH-13061,SYNTH-13061,0,32,0.001883,0.0,0.0008,647.35,JAX 64%; LAC 28%; DET 3%
11250,SYNTH-05057,SYNTH-05057,0,32,0.001883,0.0,0.00064,647.32,JAX 52%; LAC 33%; DET 4%
11251,SYNTH-09768,SYNTH-09768,0,32,0.001883,0.0,0.00072,647.3,JAX 56%; LAC 35%; DET 3%
11252,SYNTH-07802,SYNTH-07802,0,32,0.001883,0.0,0.00088,647.24,JAX 59%; LAC 31%; DET 3%
11253,SYNTH-11609,SYNTH-11609,0,32,0.001883,0.0,0.00128,647.22,JAX 57%; LAC 32%; DET 3%
11254,SYNTH-14788,SYNTH-14788,0,32,0.001883,0.0,0.00024,647.18,JAX 53%; LAC 28%; DET 5%
11255,SYNTH-12030,SYNTH-12030,0,32,0.001883,0.0,0.00056,647.11,JAX 57%; LAC 32%; DET 3%
11256,SYNTH-22529,SYNTH-22529,0,32,0.001883,0.0,0.00072,647.06,JAX 58%; LAC 30%; DET 4%
11257,SYNTH-10499,SYNTH-10499,0,32,0.001883,0.0,0.00088,646.96,JAX 63%; LAC 27%; DET 4%
11258,SYNTH-11985,SYNTH-11985,0,32,0.001883,0.0,0.00088,646.94,JAX 57%; LAC 31%; DET 4%
11259,SYNTH-03490,SYNTH-03490,0,32,0.001883,0.0,0.00072,646.86,JAX 54%; LAC 33%; DET 3%
11260,SYNTH-16047,SYNTH-16047,0,32,0.001883,0.0,0.00048,646.84,JAX 56%; LAC 33%; DET 3%
11261,SYNTH-21240,SYNTH-21240,0,32,0.001883,0.0,0.00048,646.82,JAX 60%; LAC 29%; DET 3%
11262,SYNTH-15773,SYNTH-15773,0,32,0.001883,0.0,0.0004,646.76,JAX 54%; LAC 29%; DET 4%
11263,SYNTH-21298,SYNTH-21298,0,32,0.001883,0.0,0.00096,646.69,JAX 60%; LAC 29%; DET 4%
11264,SYNTH-19976,SYNTH-19976,0,32,0.001883,0.0,0.00064,646.66,JAX 58%; LAC 28%; DET 4%
11265,SYNTH-04332,SYNTH-04332,0,32,0.001883,0.0,0.00072,646.64,JAX 58%; LAC 34%; DET 3%
11266,SYNTH-21394,SYNTH-21394,0,32,0.001883,0.0,0.00048,646.63,JAX 54%; LAC 31%; DET 4%
11267,SYNTH-07123,SYNTH-07123,0,32,0.001883,0.0,0.00128,646.63,JAX 59%; LAC 33%; DET 3%
11268,SYNTH-18509,SYNTH-18509,0,32,0.001883,0.0,0.0012,646.57,JAX 58%; LAC 31%; DET 4%
11269,SYNTH-11696,SYNTH-11696,0,32,0.001883,0.0,0.00056,646.4,JAX 59%; LAC 29%; DET 4%
11270,SYNTH-09227,SYNTH-09227,0,32,0.001883,0.0,0.00096,646.39,JAX 57%; LAC 32%; DET 4%
11271,SYNTH-01049,SYNTH-01049,0,32,0.001883,0.0,0.00072,646.34,JAX 62%; LAC 30%; DET 3%
11272,SYNTH-11546,SYNTH-11546,0,32,0.001883,0.0,0.0004,646.22,JAX 52%; LAC 36%; DET 3%
11273,SYNTH-03599,SYNTH-03599,0,32,0.001883,0.0,0.0012,646.21,JAX 66%; LAC 27%; DET 3%
11274,SYNTH-19027,SYNTH-19027,0,32,0.001883,0.0,0.00056,646.19,JAX 57%; LAC 33%; DET 3%
11275,SYNTH-21272,SYNTH-21272,0,32,0.001883,0.0,0.00112,646.13,JAX 59%; LAC 31%; DET 3%
11276,SYNTH-07750,SYNTH-07750,0,32,0.001883,0.0,0.00104,646.11,JAX 59%; LAC 32%; DET 3%
11277,SYNTH-08782,SYNTH-08782,0,32,0.001883,0.0,0.00136,646.11,JAX 65%; LAC 28%; DET 3%
11278,SYNTH-11013,SYNTH-11013,0,32,0.001883,0.0,0.00144,646.09,JAX 57%; LAC 31%; DET 3%
11279,SYNTH-20591,SYNTH-20591,0,32,0.001883,0.0,0.0008,646.08,JAX 56%; LAC 33%; DET 3%
11280,SYNTH-15078,SYNTH-15078,0,32,0.001883,0.0,0.00128,646.08,JAX 56%; LAC 32%; DET 4%
11281,SYNTH-16207,SYNTH-16207,0,32,0.001883,0.0,0.00056,645.98,JAX 57%; LAC 30%; DET 4%
11282,SYNTH-16370,SYNTH-16370,0,32,0.001883,0.0,0.0008,645.97,JAX 58%; LAC 33%; DET 3%
11283,SYNTH-00960,SYNTH-00960,0,32,0.001883,0.0,0.00112,645.96,JAX 58%; LAC 32%; DET 3%
11284,SYNTH-02475,SYNTH-02475,0,32,0.001883,0.0,0.00104,645.94,JAX 54%; LAC 34%; DET 3%
11285,SYNTH-18220,SYNTH-18220,0,32,0.001883,0.0,0.00024,645.9,JAX 57%; LAC 27%; DET 4%
11286,SYNTH-16994,SYNTH-16994,0,32,0.001883,0.0,0.00104,645.86,JAX 62%; LAC 31%; DET 3%
11287,SYNTH-21521,SYNTH-21521,0,32,0.001883,0.0,0.00104,645.84,JAX 58%; LAC 31%; DET 4%
11288,SYNTH-10511,SYNTH-10511,0,32,0.001883,0.0,0.00032,645.83,JAX 48%; LAC 27%; DET 5%
11289,SYNTH-05240,SYNTH-05240,0,32,0.001883,0.0,0.00096,645.81,JAX 61%; LAC 23%; DET 5%
11290,SYNTH-14869,SYNTH-14869,0,32,0.001883,0.0,0.00136,645.78,JAX 60%; LAC 30%; DET 4%
11291,SYNTH-09275,SYNTH-09275,0,32,0.001883,0.0,0.0008,645.66,JAX 64%; LAC 27%; DET 4%
11292,SYNTH-11727,SYNTH-11727,0,32,0.001883,0.0,0.00064,645.65,JAX 58%; LAC 31%; DET 3%
11293,SYNTH-18736,SYNTH-18736,0,32,0.001883,0.0,0.00064,645.63,JAX 60%; LAC 31%; DET 3%
11294,SYNTH-13343,SYNTH-13343,0,32,0.001883,0.0,0.0008,645.54,JAX 60%; LAC 31%; DET 3%
11295,SYNTH-18513,SYNTH-18513,0,32,0.001883,0.0,0.00096,645.51,JAX 58%; LAC 31%; DET 3%
11296,SYNTH-00065,SYNTH-00065,0,32,0.001883,0.0,0.0008,645.48,JAX 57%; LAC 29%; DET 4%
11297,SYNTH-16616,SYNTH-16616,0,32,0.001883,0.0,0.00064,645.45,JAX 59%; LAC 30%; DET 4%
11298,SYNTH-10594,SYNTH-10594,0,32,0.001883,0.0,0.00096,645.43,JAX 59%; LAC 31%; DET 3%
11299,SYNTH-17950,SYNTH-17950,0,32,0.001883,0.0,0.0008,645.37,JAX 52%; LAC 28%; DET 4%
11300,SYNTH-12971,SYNTH-12971,0,32,0.001883,0.0,0.0008,645.29,JAX 57%; LAC 30%; DET 4%
11301,SYNTH-13427,SYNTH-13427,0,32,0.001883,0.0,0.00144,645.25,JAX 57%; LAC 31%; DET 4%
11302,SYNTH-14521,SYNTH-14521,0,32,0.001883,0.0,0.00064,645.19,JAX 55%; LAC 30%; DET 4%
